business_id,name,neighborhood,categories,GoodForMeal
le0ZcsG2uCarJIUqj2GcLg,Taste Buzz Food Tours,The Strip,"Historical Tours, Food Tours, Tours, Hotels & Travel, Restaurants, Nightlife, Walking Tours",
xkVMIk_Vqh17f48ZQ_6b0w,Tom Colicchio's Craftsteak,The Strip,"Food, Cheesesteaks, Steakhouses, Desserts, American (New), Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
0q_BHpxbikVtPRRLRu-U0g,Picasso,The Strip,"French, Bars, Spanish, Restaurants, Nightlife","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
-1m9o3vGRA8IBPNvNqKLmA,Bavette's Steakhouse & Bar,The Strip,"African, Restaurants, Bars, American (New), Cocktail Bars, Nightlife, Seafood, Steakhouses","{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
rzSpnojxrHra_wFeN5KpMQ,South Beach Cafe & Deli,The Strip,"Coffee & Tea, Restaurants, Food, Delis, Breakfast & Brunch, Desserts","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
MiUrif_vYOuITF4ALf7WHA,Planet Hollywood,The Strip,"American (Traditional), Resorts, Hotels & Travel, Casinos, American (New), Restaurants, Arts & Entertainment","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
rcaPajgKOJC2vo_l3xa42A,Bouchon at the Venezia Tower,The Strip,"Bakeries, Breakfast & Brunch, Food, French, Venues & Event Spaces, Cafes, Event Planning & Services, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"
wy6pYrWtiGrktOpUmsvCHQ,Chipotle Mexican Grill,The Strip,"Mexican, Restaurants, Fast Food","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
AKBSPjk_H_w8RCqCE_vUuA,Paradise Cafe,The Strip,"Cafes, Restaurants, Sandwiches, American (New)","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"
JpgVl3d20CMRNjf1DVnzGA,Pampas Churrascaria Brazilian Grille,The Strip,"Restaurants, Steakhouses, Seafood, Buffets, Brazilian","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
s8z8r0MN7S6OzfGld-cEdw,Company American Bistro,The Strip,"Restaurants, American (New)","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
foQZ6guS0l49trURKh7vlA,Double Barrel Roadhouse,The Strip,"Cocktail Bars, Bars, Nightlife, American (Traditional), Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
wph0jjOIJQ6U3vPMUooM_A,Chew & Chug,The Strip,"Fast Food, Restaurants, American (New)","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
S2bGqPoTjUc2ywC9FYuBsw,H2 EAU,The Strip,"Restaurants, Bars, Nightlife, Diners","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
#NAME?,Mizuya,The Strip,"Nightlife, Sushi Bars, Japanese, Restaurants, Lounges, Bars","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
U9aA5H13y7t9xWnoQslV0Q,Beijing Noodle No. 9,The Strip,"Restaurants, Chinese","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
OWkS1FXNJbozn-qPg3LWxg,Mama Napoli Pizza,The Strip,"Food Trucks, Restaurants, Pizza, Food",
C2yaxqgm99TX8uTFpManKA,La Salsa,The Strip,"Restaurants, Bars, Venues & Event Spaces, Event Planning & Services, Mexican, Nightlife","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"
6fPQJq4f_yiq1NHn0fd11Q,La Creperie,The Strip,"Creperies, Restaurants, French","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}"
AT_xDv2Lm5K7VtER1fp-SA,Strip House Steak House,The Strip,"Restaurants, Steakhouses, Seafood, Desserts, Food","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
M--CB6Fhp4XKxsR2PlcP9w,Fat Tuesday,The Strip,"American (New), Nightlife, Bars, Restaurants",
9NwXHbKyJOhX9nxjRi0AcQ,Auntie Anne's,The Strip,"Restaurants, Food, Pretzels, Food Stands",
EIH5pDc75v4haOcww-SEJg,Urban Turban Express,The Strip,"Vegetarian, Halal, Indian, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
Md6895ZtS3FA8a0pUaH6nw,America,The Strip,"Restaurants, American (New), Burgers, Breakfast & Brunch, American (Traditional)","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"
OVTZNSkSfbl3gVB9XQIJfw,Cravings Buffet,The Strip,"Restaurants, American (Traditional), American (New), Buffets","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
V2WLiBR3iGaegRAVNjOndA,Panda Express,The Strip,"Fast Food, Chinese, Restaurants","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
vZLAmpN-hTI3GCT9hlHVUA,Carbone,The Strip,"Restaurants, Italian","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
pCQC79ndhdiaJaQmP6QiYQ,Luciano's,The Strip,"Restaurants, Italian","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
jfUarAupxK2BwoYj8hjQVw,Jimmy's Seaside Fries,The Strip,"Food, American (Traditional), Chicken Wings, Fast Food, Street Vendors, Restaurants",
qmh6zxtJ8C8-YiUPv7ySlw,Daniel Boulud Brasserie,The Strip,"French, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
fQt4D34vcJNtEf8Q4zte3w,TAO Asian Bistro,The Strip,"Restaurants, Lounges, Asian Fusion, Nightlife, Bars","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
D8yYMxz0p6oQnOQnLRUIyA,Yong Kang Street,The Strip,"Taiwanese, Ramen, Cantonese, Japanese, Chinese, Dim Sum, Restaurants","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}"
GXDRFAunLh0aRao6ERnM4A,Pizzeria Francesco's,The Strip,"Italian, Restaurants, Pizza","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
x5m_Cux8UoFlVtqxzUa99Q,Cabana,The Strip,"Nightlife, Sandwiches, Bars, Restaurants",
DkYS3arLOhA8si5uUEmHOw,Earl of Sandwich,The Strip,"Sandwiches, Wraps, Food, Caterers, Restaurants, Soup, Event Planning & Services, Salad, Food Delivery Services","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
Knnc473zh8m7IBC0oLTHkg,P.F. Chang's,The Strip,"Chinese, Gluten-Free, Restaurants, Asian Fusion","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
J4CATH00YZrq8Bne2S4_cw,CUT by Wolfgang Puck,The Strip,"Bars, Nightlife, Restaurants, Lounges, Steakhouses","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
x3dYPKifvJoRDYvjJxyZAw,McDonald's,The Strip,"Burgers, Fast Food, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
vvc7L68Mu3Fa4OnZ8rviFA,McDonald's,The Strip,"Restaurants, Burgers, Fast Food","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
2Xc6cpbFM6bqKkgz6bV9kQ,Rock n Roll Sushi,The Strip,"Restaurants, Ethnic Food, Sushi Bars, Specialty Food, Food, Japanese, Imported Food","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
NTQXBbCa5Ugj5lNr6E4J5w,Backstage Deli,The Strip,"Sandwiches, Restaurants, Breakfast & Brunch, Delis","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}"
YJ8ljUhLsz6CtT_2ORNFmg,Gordon Ramsay Pub & Grill,The Strip,"Nightlife, Fish & Chips, Gastropubs, Restaurants, Bars, American (Traditional), Pubs, British","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
P2dFr-Jg1OUoNMikaCmLEQ,Café Hollywood,The Strip,"American (Traditional), Restaurants","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}"
LdB-ymK-cauStX7TxUAs_w,The Venetian - Food Court,The Strip,"Food, Restaurants, Food Court","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': True}"
dWk0mbhj79pK3WBp5oLtpw,Rí Rá Irish Pub,The Strip,"Bars, Irish, Pubs, Restaurants, Nightlife","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
IRbgMt0cVuzK1KSppU16_Q,Andrea's,The Strip,"Restaurants, Seafood, Asian Fusion, Bars, Nightlife","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
f_eiOrEcMnkHB7GvQVOHkQ,Terrace Pointe Cafe,The Strip,"American (New), American (Traditional), Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"
oaqbLDW3wNqkynlnp4mvlw,Lupo by Wolfgang Puck,The Strip,"Restaurants, Italian","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
WEeMwRLhgCyO1b4kikVcuQ,Ketchup Premium Burger Bar,The Strip,"Burgers, Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
CDxxqyH-Gn3luPA8CtlPRg,Red Lotus Asian Kitchen,The Strip,"Restaurants, Pan Asian, Asian Fusion","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
mU3vlAVzTxgmZUu6F4XixA,Momofuku Las Vegas,The Strip,"Restaurants, American (New)","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
N7yuiiu8jhQ-Fl9Npflreg,Lemongrass,The Strip,"Restaurants, Thai","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
VUtazCTIc0aoOrQprP_s-Q,Toby Keith's I Love This Bar & Grill,The Strip,"Bars, Nightlife, American (Traditional), Music Venues, Restaurants, Arts & Entertainment","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
ahSFUPojs9X3-1jP-QPb-w,Bazaar Meat by José Andrés,The Strip,"Tapas/Small Plates, Steakhouses, Spanish, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
4KmrrhtfnngTVFa2d5LAjg,Allegro,The Strip,"Restaurants, Italian","{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
Er8DpPwf_lHHv64ncWhD8g,The Henry,The Strip,"Breakfast & Brunch, Restaurants, American (Traditional)","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"
oDNfrdvMV2Fq0R6vd2XwNw,Koi Restaurant,The Strip,"Japanese, Restaurants, Sushi Bars","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
aNGcHb8rjFFI9nY_fUgImg,Kona Grill,The Strip,"Sushi Bars, Restaurants, American (New)","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
WI1xBMN_rEaVPOL9Ad2gpQ,Tom Colicchio's Heritage Steak,The Strip,"Beer, Wine & Spirits, Steakhouses, Nightlife, Diners, American (Traditional), Restaurants, Food, Wine Bars, Bars","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
fOAf6lQHhPn7qybtHKxsGQ,Losers Most Wanted Bar,The Strip,"Nightlife, Bars, Restaurants, American (New)","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
_kb6GT4qawjwq47OsQ52xw,Paradise Garden Buffet,The Strip,"Buffets, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}"
iBPyahdJRP5y0t25fF2W9w,Lip Smacking Foodie Tours,The Strip,"Hotels & Travel, Event Planning & Services, Hotels, Food, Walking Tours, Food Tours, Restaurants, Tours",
1DP5vHxJzCDbgawv0WC3yA,Rose. Rabbit. Lie.,The Strip,"American (New), Diners, Performing Arts, Cocktail Bars, Restaurants, Arts & Entertainment, Nightlife, Bars","{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
SeNOJ2zYHziptxLuiRINLg,Lago,The Strip,"Italian, Tapas/Small Plates, Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
rtlsfmdufArhk-47sWIf2w,Le Cirque,The Strip,"Restaurants, French","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
QeO9D8joKKWSRcxmjwWZKA,Starbucks,The Strip,"Restaurants, Cafes, Food, Coffee & Tea",
BslEhCyzaQPfpHtDogb4hQ,Brooklyn Bowl,The Strip,"Bowling, Active Life, Music Venues, Arts & Entertainment, Nightlife, Restaurants, American (Traditional), American (New)","{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
qi3JiaD6bzjsE22HFIrpng,Pizzeria Da Enzo,The Strip,"Pizza, Restaurants","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
LH4U1OJuJVxovAAcx2Oi9Q,Rocco's NY Pizza & Pasta,The Strip,"Restaurants, Pizza, Italian","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
Xe0ITIe5yBCaxGdLx-FaiQ,j-pop Lounge,The Strip,"Restaurants, Nightlife, Lounges, Sushi Bars, Bars","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
t7YEHbN6NiuS1oBlD-R6ag,Excalibur Pool,The Strip,"Restaurants, Cafes, Swimming Pools, Active Life","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"
Bv5RS9NFbTsk9D7fvYx4Hw,McDonald's,The Strip,"Burgers, Restaurants, Food, Coffee & Tea, Fast Food","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
lO2fIIZj225NIk5t2k69NA,Hong Kong Cafe,The Strip,"Noodles, Arts & Entertainment, Casinos, Hotels, Nightlife, Asian Fusion, Chinese, Hong Kong Style Cafe, Event Planning & Services, Dim Sum, Hotels & Travel, Soup, Restaurants, Bars","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
iCQpiavjjPzJ5_3gPD5Ebg,Secret Pizza,The Strip,"Pizza, Restaurants","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
EneqsOFGCK4KXofNHsc5aQ,In-N-Out Burger,The Strip,"Restaurants, Burgers, Fast Food","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
vHz2RLtfUMVRPFmd7VBEHA,Gordon Ramsay Hell's Kitchen,The Strip,"Restaurants, American (New), Breakfast & Brunch, Burgers","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}"
mB_cI1tCrNxxvr2e2myNrQ,Taco Bell Cantina,The Strip,"Mexican, Restaurants, Fast Food","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
1Vvxx-9AoINg8TJXOZgEHg,YOLOS,The Strip,"Nightlife, Event Planning & Services, Venues & Event Spaces, Restaurants, American (New), Mexican, Karaoke","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
qGW6A2w5E0rfQV-0f5jrVQ,Masala,The Strip,"Pakistani, Indian, Fast Food, Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
xkGquJpL_-nAg-ZDaVHjPA,Sports Deli,The Strip,"Desserts, Delis, Hotels, Event Planning & Services, Food, Sandwiches, Arts & Entertainment, Hotels & Travel, Casinos, Restaurants","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}"
iLlPXAA6NYTgWaG4DgCNEA,McDonald's,The Strip,"Fast Food, Coffee & Tea, Food, Restaurants, Burgers","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}"
0qet57CmMA5qUm6gPFUTpg,Di Fara Pizza,The Strip,"Restaurants, Pizza, Italian","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
nnDLapJk1z2NJE0-XzwMlQ,Gallagher's Steakhouse,The Strip,"Steakhouses, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
0d0i0FaJq1GIeW1rS2D-5w,Bruxie,The Strip,"Sandwiches, Breakfast & Brunch, Restaurants, Waffles, Desserts, Food","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}"
5MnLa1nE606cvNGlSFt01Q,Ben's BBQ & Smokehouse,The Strip,"Food, Restaurants, Food Trucks, Barbeque","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
2weQS-RnoOBhb1KsHKyoSQ,The Buffet,The Strip,"Restaurants, Buffets","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}"
uh7DUWtPoZkuEE05fghJ_w,Beauty & Essex,The Strip,"Tapas Bars, American (New), Nightlife, Restaurants, Bars, Lounges","{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
GU7ww3eoGTcXAze8VJtC7g,Fin,The Strip,"Wine Bars, Restaurants, Beer, Wine & Spirits, Food, Nightlife, Chinese, Bars","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
MpovsyjkSkchD7ssAdEVKQ,Charlie Palmer Steak,The Strip,"American (New), Steakhouses, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
PbyqDJf815zRn-7p6vYpAQ,Umami Burger -  SLS Las Vegas,The Strip,"Burgers, Nightlife, Sports Bars, Bars, Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
ARohEoxqg8TzA5gQfdGAZw,Benihana,The Strip,"Teppanyaki, Restaurants, Japanese, Sushi Bars","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
KVsv8wRGnLX8QWoNZKNMQA,Shibuya,The Strip,"Sushi Bars, Japanese, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
_j2EtQtgLuXGRBfbM5YwZA,Noodle Asia,The Strip,"Asian Fusion, Restaurants, Dim Sum, Chinese, Noodles","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
R0ukZ5FgY_2Pn96Go5mftA,Johnny Rockets,The Strip,"Restaurants, Burgers, American (Traditional), Diners, Sandwiches","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
6UI3dCIY6eM1eBOsnEVBuw,The Perq,The Strip,"Gelato, Nightlife, Coffee & Tea, Ice Cream & Frozen Yogurt, Restaurants, Dance Clubs, Sandwiches, Bakeries, Food","{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"
n4E8ltk6CidI4_9s5STVtA,Primeburger,The Strip,"American (New), Burgers, Restaurants, Breakfast & Brunch","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
pzBTsxScWslK5VpfK-qWjw,Sea Harbour,The Strip,"Restaurants, Seafood, Asian Fusion","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
luf0E5FPY-hv-uceL8QtBA,Fat Bar,The Strip,"Sports Bars, Restaurants, American (New), American (Traditional), Nightlife, Bars","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}"
86xm0Q8iX5ZjODWMkvwnxA,Popeyes Louisiana Kitchen,The Strip,"Chicken Wings, Southern, Chicken Shop, Restaurants, American (Traditional), Fast Food","{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
YTCCJ3ShO-zg0dlx1nk6dw,Morimoto,The Strip,"Restaurants, Sushi Bars, Japanese, Nightlife, American (New), Bars","{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
jVD09YgKsDtKD5sOYes6wg,SEA: The Thai Experience,The Strip,"Asian Fusion, Restaurants, Vietnamese, Thai","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
gOOfBSBZlffCkQ7dr7cpdw,Chica,The Strip,"Mexican, Restaurants, Bars, Nightlife, Latin American, Wine Bars","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}"
y4jBVV_r8sVnz0WBEQrvMQ,Pete Rose Sports Bar And Grill,The Strip,"Nightlife, Sports Bars, Bars, Sandwiches, Restaurants, American (New)","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"
6ANVuBMmpkXpFd5Hzkn4_Q,Red 8,The Strip,"Restaurants, Asian Fusion, Chinese","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
6V_7ldr9tjmet0BdAnC34A,Tournament of Kings,The Strip,"Event Planning & Services, Casinos, Restaurants, Musicians, Arts & Entertainment",
Do4n_yK_K6DmR9_Es5qwlA,Drugstore Cafe,The Strip,"Desserts, Sandwiches, Restaurants, Cafes, Coffee & Tea, Delis, Food","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"
7GGJlp1aWfcXGQz6q7SkXQ,The Rockhouse,The Strip,"Tacos, Restaurants, Nightlife, Mexican, Sports Bars, Burgers, Salad, Bars, Hot Dogs, Dive Bars","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
ZkGDCVKSdf8m76cnnalL-A,Le Village Buffet,The Strip,"Buffets, Restaurants, Sandwiches, Breakfast & Brunch","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
ynHT0Mo4878oDHbTb4nFlw,Café To Go,The Strip,"Restaurants, Cafes","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
g8oxQ1Ji9mr9PMjhEfaWSg,Dick's Last Resort,The Strip,"Restaurants, Food, American (Traditional), Nightlife, Beer, Wine & Spirits, Bars","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
EZQESVzkOPs7LwCHVC3Szg,Mizumi,The Strip,"Restaurants, Japanese","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
44uqXcYp8QMEK0eicwZJhg,South Beach Marketplace,The Strip,"Restaurants, Food Stands",
K19uBHydrYAsfX3CPnFp-w,Poukei,The Strip,"Japanese, Asian Fusion, Hawaiian, Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
e0JOkQYz_cnz91k6X55PLw,Sinatra,The Strip,"Restaurants, Italian","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
VLM7QXtwOWn0VZIMSqu5qg,Boulevard Food Court,The Strip,"Restaurants, Food Court","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
pH0BLkL4cbxKzu471VZnuA,SUSHISAMBA - Las Vegas,The Strip,"Chinese, Japanese, Nightlife, Dim Sum, Asian Fusion, Restaurants, Bars, Breakfast & Brunch","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
lGy7jJ9oVZUJNkmZj7ewgA,Planet Dailies,The Strip,"Breakfast & Brunch, Diners, American (New), Restaurants, American (Traditional)","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"
77h11eWv6HKJAgojLx8G4w,Eggslut,The Strip,"Sandwiches, Restaurants, Breakfast & Brunch","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"
IqCvkoDvvImXuzGrpeiDMA,Border Grill,The Strip,"Seafood, Restaurants, Tapas/Small Plates, Mexican, Breakfast & Brunch","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}"
Xj7DIGRHEchJ-VVdISazQQ,Javier's,The Strip,"Restaurants, Nightlife, Bars, Mexican","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
HWl2EbZhkhAkFgqt44yUkA,Senor Frog's,The Strip,"Bars, Cocktail Bars, Restaurants, Nightlife, Mexican","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
eoHdUeQDNgQ6WYEnP2aiRw,Serendipity 3,The Strip,"Desserts, American (Traditional), Social Clubs, Arts & Entertainment, Food, American (New), Restaurants","{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
8b5ll2kjXfjgFIqWsjkr8Q,Seabreeze Cafe,The Strip,"American (Traditional), Cafes, Breakfast & Brunch, Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"
MqYYYNA-ZYvV-1w5qcmMoA,Aureole,The Strip,"Seafood, American (New), American (Traditional), Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
